text,label
führe eine spitze oder ein unterteil langsam in die halterung ein,13
lass eine spitze oder ein unterteil sanft in die halterung gleiten,13
drücke eine spitze oder ein unterteil in die halterung,13
stelle sicher dass die spitze oder das unterteil fest in die halterung sitzt,13
lege eine spitze oder ein unterteil sicher in die halterung ein,13
hau eine spitze in die halterung,13
steck eine spitze in die halterung rein,13
schmeiß ein unterteil in die halterung,13
knall eine spitze da rein,13
setz das ding einfach in die halterung,13
zack spitze rein und fertig,13
lass eine spitze in die vorrichtung fallen,13
lege eine spitze in die mitte ab,13
platziere eine spitze in die fixierung,13
stecke eine spitze in den steckplatz,13
bringe eine spitze zur auflage und lass sie los,13
schiebe ein unterteil in die fassung,13
setze eine spitze sicher in den slot,13
fixiere eine spitze in der halterung,13
lass ein unterteil vorsichtig in die vorrichtung gleiten,13
drücke eine spitze fest in die fixierung,13
stelle sicher dass das unterteil gut in der auflage sitzt,13
schieb eine spitze locker in den steckplatz,13
leg ein unterteil sauber in die vorrichtung,13
pack eine spitze ordentlich in die fassung,13
drück das ding in die fixierung,13
hau eine spitze in den steckplatz,13
zack spitze in die vorrichtung und gut ist,13
lass die kleine schraube in die halterung fallen,12
lege die kleine schraube in die halterung ab,12
platziere die kleine schraube in der halterung,12
wirf die kleine schraube in die halterung,12
packe die kleine schraube in die halterung,12
setze die kleine schraube in die halterung ein,12
bringe die kleine schraube zur halterung und lass sie los,12
positioniere die kleine schraube in der halterung,12
schiebe die kleine schraube in die halterung,12
führe die kleine schraube vorsichtig in die halterung ein,12
lass die kleine schraube sanft in die halterung gleiten,12
drehe die kleine schraube in die halterung,12
fixiere die kleine schraube in der halterung,12
stelle sicher dass die kleine schraube richtig in der halterung sitzt,12
drücke die kleine schraube in die halterung,12
lass die kleine schraube langsam in die halterung gleiten,12
setze die kleine schraube in die fixierung ein,12
steck die kleine schraube in die vorrichtung,12
bringe die kleine schraube zum steckplatz,12
lege die kleine schraube in die fassung,12
führe die kleine schraube in den slot ein,12
platziere die kleine schraube auf der auflage,12
fixiere die kleine schraube sicher in der vorrichtung,12
drücke die kleine schraube fest in den steckplatz,12
schiebe die kleine schraube locker in die fassung,12
positioniere die kleine schraube mittig in der fixierung,12
lege die kleine schraube ordentlich in den slot,12
hau die kleine schraube in die halterung,12
schmeiß die kleine schraube in die vorrichtung,12
steck die kleine schraube schnell in die fixierung,12
knall die kleine schraube da rein,12
zack kleine schraube rein und fertig,12
leg die kleine schraube genau in den steckplatz,12
setz die kleine schraube ordentlich in die fassung,12
bringe die kleine schraube in die mitte der vorrichtung,12
schieb die kleine schraube sanft in den slot,12
fixiere die kleine schraube präzise in der auflage,12
lass die kleine schraube vorsichtig in die halterung fallen,12
lass die kleine schraube langsam in die halterung gleiten,12
lege die kleine schraube präzise in die halterung,12
schiebe die kleine schraube behutsam in die halterung,12
positioniere die kleine schraube ruhig in der halterung,12
bringe die kleine schraube exakt in die halterung,12
setze die kleine schraube vorsichtig in die halterung ein,12
führe die kleine schraube zielsicher in die halterung ein,12
platziere die kleine schraube mit bedacht in der halterung,12
lass die kleine schraube mit einem leichten schwung in die halterung gleiten,12
richte die kleine schraube korrekt in der halterung aus,12
drehe die kleine schraube sorgsam in die halterung,12
drücke die kleine schraube sanft in die halterung,12
führe die kleine schraube präzise in die halterung,12
setze die kleine schraube zügig in die halterung ein,12
schiebe die kleine schraube locker in die halterung,12
lege die kleine schraube sicher in die halterung,12
bringe die kleine schraube exakt an ihren platz in der halterung,12
lass die kleine schraube sanft in die halterung plumpsen,12
stecke die kleine schraube mit präzision in die halterung,12
platziere die kleine schraube genau in der richtigen position,12
lass die kleine schraube kontrolliert in die halterung sinken,12
verstau die kleine schraube ordentlich in der halterung,12
führe die kleine schraube zügig in den steckplatz ein,12
schieb die kleine schraube behutsam in den slot,12
bringe die kleine schraube perfekt in den slot,12
lass die kleine schraube in den slot gleiten,12
steck die kleine schraube präzise in die fixierung,12
lass die kleine schraube locker in den steckplatz sinken,12
positioniere die kleine schraube sorgsam in der fassung,12
fixiere die kleine schraube exakt an ihrem platz,12
platziere die kleine schraube sauber in der vorrichtung,12
schiebe die kleine schraube schnell in die fixierung,12
lass eine kleine schraube in die halterung fallen,12
lege eine kleine schraube in die halterung ab,12
platziere eine kleine schraube in der halterung,12
wirf eine kleine schraube in die halterung,12
packe eine kleine schraube in die halterung,12
setze eine kleine schraube in die halterung ein,12
bringe eine kleine schraube zur halterung und lass sie los,12
positioniere eine kleine schraube in der halterung,12
schiebe eine kleine schraube in die halterung,12
führe eine kleine schraube vorsichtig in die halterung ein,12
lass eine kleine schraube sanft in die halterung gleiten,12
drehe eine kleine schraube in die halterung,12
fixiere eine kleine schraube in der halterung,12
stelle sicher dass eine kleine schraube richtig in der halterung sitzt,12
drücke eine kleine schraube in die halterung,12
lass eine kleine schraube langsam in die halterung gleiten,12
setze eine kleine schraube in die fixierung ein,12
steck eine kleine schraube in die vorrichtung,12
bringe eine kleine schraube zum steckplatz,12
lege eine kleine schraube in die fassung,12
führe eine kleine schraube in den slot ein,12
platziere eine kleine schraube auf der auflage,12
fixiere eine kleine schraube sicher in der vorrichtung,12
drücke eine kleine schraube fest in den steckplatz,12
schiebe eine kleine schraube locker in die fassung,12
positioniere eine kleine schraube mittig in der fixierung,12
lege eine kleine schraube ordentlich in den slot,12
hau eine kleine schraube in die halterung,12
schmeiß eine kleine schraube in die vorrichtung,12
steck eine kleine schraube schnell in die fixierung,12
knall eine kleine schraube da rein,12
zack eine kleine schraube rein und fertig,12
leg eine kleine schraube genau in den steckplatz,12
setz eine kleine schraube ordentlich in die fassung,12
bringe eine kleine schraube in die mitte der vorrichtung,12
schieb eine kleine schraube sanft in den slot,12
fixiere eine kleine schraube präzise in der auflage,12
lass eine kleine schraube vorsichtig in die halterung fallen,12
lass eine kleine schraube langsam in die halterung gleiten,12
lege eine kleine schraube präzise in die halterung,12
schiebe eine kleine schraube behutsam in die halterung,12
positioniere eine kleine schraube ruhig in der halterung,12
bringe eine kleine schraube exakt in die halterung,12
setze eine kleine schraube vorsichtig in die halterung ein,12
führe eine kleine schraube zielsicher in die halterung ein,12
platziere eine kleine schraube mit bedacht in der halterung,12
lass eine kleine schraube mit einem leichten schwung in die halterung gleiten,12
richte eine kleine schraube korrekt in der halterung aus,12
drehe eine kleine schraube sorgsam in die halterung,12
drücke eine kleine schraube sanft in die halterung,12
führe eine kleine schraube präzise in die halterung,12
setze eine kleine schraube zügig in die halterung ein,12
schiebe eine kleine schraube locker in die halterung,12
lege eine kleine schraube sicher in die halterung,12
bringe eine kleine schraube exakt an ihren platz in der halterung,12
lass eine kleine schraube sanft in die halterung plumpsen,12
stecke eine kleine schraube mit präzision in die halterung,12
platziere eine kleine schraube genau in der richtigen position,12
lass eine kleine schraube kontrolliert in die halterung sinken,12
verstau eine kleine schraube ordentlich in der halterung,12
führe eine kleine schraube zügig in den steckplatz ein,12
schieb eine kleine schraube behutsam in den slot,12
bringe eine kleine schraube perfekt in den slot,12
lass eine kleine schraube in den slot gleiten,12
steck eine kleine schraube präzise in die fixierung,12
lass eine kleine schraube locker in den steckplatz sinken,12
positioniere eine kleine schraube sorgsam in der fassung,12
fixiere eine kleine schraube exakt an ihrem platz,12
platziere eine kleine schraube sauber in der vorrichtung,12
schiebe eine kleine schraube schnell in die fixierung,12
lass die großen schraube in die halterung fallen,11
lege die großen schraube in die halterung ab,11
platziere die großen schraube in der halterung,11
wirf die großen schraube in die halterung,11
packe die großen schraube in die halterung,11
setze die großen schraube in die halterung ein,11
bringe die großen schraube zur halterung und lass sie los,11
positioniere die großen schraube in der halterung,11
schiebe die großen schraube in die halterung,11
führe die großen schraube vorsichtig in die halterung ein,11
lass die großen schraube sanft in die halterung gleiten,11
drehe die großen schraube in die halterung,11
fixiere die großen schraube in der halterung,11
stelle sicher dass die großen schrauben richtig in der halterung sitzen,11
drücke die großen schraube in die halterung,11
lass die großen schraube langsam in die halterung gleiten,11
setze die großen schraube in die fixierung ein,11
steck die großen schraube in die vorrichtung,11
bringe die großen schraube zum steckplatz,11
lege die großen schraube in die fassung,11
führe die großen schraube in den slot ein,11
platziere die großen schraube auf der auflage,11
fixiere die großen schraube sicher in der vorrichtung,11
drücke die großen schraube fest in den steckplatz,11
schiebe die großen schraube locker in die fassung,11
positioniere die großen schraube mittig in der fixierung,11
lege die großen schraube ordentlich in den slot,11
hau die großen schraube in die halterung,11
schmeiß die großen schraube in die vorrichtung,11
steck die großen schraube schnell in die fixierung,11
knall die großen schraube da rein,11
zack große schrauben rein und fertig,11
leg die großen schraube genau in den steckplatz,11
setz die großen schraube ordentlich in die fassung,11
bringe die großen schraube in die mitte der vorrichtung,11
schieb die großen schraube sanft in den slot,11
fixiere die großen schraube präzise in der auflage,11
lass die großen schraube vorsichtig in die halterung fallen,11
lass die großen schraube langsam in die halterung gleiten,11
lege die großen schraube präzise in die halterung,11
schiebe die großen schraube behutsam in die halterung,11
positioniere die großen schraube ruhig in der halterung,11
bringe die großen schraube exakt in die halterung,11
setze die großen schraube vorsichtig in die halterung ein,11
führe die großen schraube zielsicher in die halterung ein,11
platziere die großen schrauben mit bedacht in der halterung,11
lass die großen schrauben mit einem leichten schwung in die halterung gleiten,11
richte die großen schrauben korrekt in der halterung aus,11
drehe die großen schrauben sorgsam in die halterung,11
drücke die großen schrauben sanft in die halterung,11
führe die großen schrauben präzise in die halterung,11
setze die großen schrauben zügig in die halterung ein,11
schiebe die großen schrauben locker in die halterung,11
lege die großen schrauben sicher in die halterung,11
bringe die großen schrauben exakt an ihren platz in der halterung,11
lass die großen schrauben sanft in die halterung plumpsen,11
stecke die großen schrauben mit präzision in die halterung,11
platziere die großen schrauben genau in der richtigen position,11
lass die großen schrauben kontrolliert in die halterung sinken,11
verstau die großen schrauben ordentlich in der halterung,11
führe die großen schrauben zügig in den steckplatz ein,11
schieb die großen schrauben behutsam in den slot,11
bringe die großen schrauben perfekt in den slot,11
lass die großen schrauben in den slot gleiten,11
steck die großen schrauben präzise in die fixierung,11
lass die großen schrauben locker in den steckplatz sinken,11
positioniere die großen schrauben sorgsam in der fassung,11
fixiere die großen schrauben exakt an ihrem platz,11
platziere die großen schrauben sauber in der vorrichtung,11
schiebe die großen schrauben schnell in die fixierung,11
lass die große schraube in die halterung fallen,11
lege die große schraube in die halterung ab,11
platziere die große schraube in der halterung,11
wirf die große schraube in die halterung,11
packe die große schraube in die halterung,11
setze die große schraube in die halterung ein,11
bringe die große schraube zur halterung und lass sie los,11
positioniere die große schraube in der halterung,11
schiebe die große schraube in die halterung,11
führe die große schraube vorsichtig in die halterung ein,11
lass die große schraube sanft in die halterung gleiten,11
drehe die große schraube in die halterung,11
fixiere die große schraube in der halterung,11
stelle sicher dass die große schraube richtig in der halterung sitzt,11
drücke die große schraube in die halterung,11
lass die große schraube langsam in die halterung gleiten,11
setze die große schraube in die fixierung ein,11
steck die große schraube in die vorrichtung,11
bringe die große schraube zum steckplatz,11
lege die große schraube in die fassung,11
führe die große schraube in den slot ein,11
platziere die große schraube auf der auflage,11
fixiere die große schraube sicher in der vorrichtung,11
drücke die große schraube fest in den steckplatz,11
schiebe die große schraube locker in die fassung,11
positioniere die große schraube mittig in der fixierung,11
lege die große schraube ordentlich in den slot,11
hau die große schraube in die halterung,11
schmeiß die große schraube in die vorrichtung,11
steck die große schraube schnell in die fixierung,11
knall die große schraube da rein,11
zack die große schraube rein und fertig,11
leg die große schraube genau in den steckplatz,11
setz die große schraube ordentlich in die fassung,11
bringe die große schraube in die mitte der vorrichtung,11
schieb die große schraube sanft in den slot,11
fixiere die große schraube präzise in der auflage,11
lass die große schraube vorsichtig in die halterung fallen,11
lass die große schraube langsam in die halterung gleiten,11
lege die große schraube präzise in die halterung,11
schiebe die große schraube behutsam in die halterung,11
positioniere die große schraube ruhig in der halterung,11
bringe die große schraube exakt in die halterung,11
setze die große schraube vorsichtig in die halterung ein,11
führe die große schraube zielsicher in die halterung ein,11
platziere die große schraube mit bedacht in der halterung,11
lass die große schraube mit einem leichten schwung in die halterung gleiten,11
richte die große schraube korrekt in der halterung aus,11
drehe die große schraube sorgsam in die halterung,11
drücke die große schraube sanft in die halterung,11
führe die große schraube präzise in die halterung,11
setze die große schraube zügig in die halterung ein,11
schiebe die große schraube locker in die halterung,11
lege die große schraube sicher in die halterung,11
bringe die große schraube exakt an ihren platz in der halterung,11
lass die große schraube sanft in die halterung plumpsen,11
stecke die große schraube mit präzision in die halterung,11
platziere die große schraube genau in der richtigen position,11
lass die große schraube kontrolliert in die halterung sinken,11
verstau die große schraube ordentlich in die halterung,11
führe die große schraube zügig in den steckplatz ein,11
schieb die große schraube behutsam in den slot,11
bringe die große schraube perfekt in den slot,11
lass die große schraube in den slot gleiten,11
steck die große schraube präzise in die fixierung,11
lass die große schraube locker in den steckplatz sinken,11
positioniere die große schraube sorgsam in der fassung,11
fixiere die große schraube exakt an ihrem platz,11
platziere die große schraube sauber in der vorrichtung,11
schiebe die große schraube schnell in die fixierung,11
führe den nächsten schritt aus,20
mach mit dem nächsten schritt weiter,20
setze den nächsten schritt um,20
starte den nächsten prozessschritt,20
gehe zum nächsten schritt über,20
beginne mit dem nächsten schritt,20
übernimm den nächsten schritt,20
vollziehe den nächsten schritt,20
erledige den nächsten schritt,20
nimm die nächste aufgabe in angriff,20
arbeite den nächsten schritt ab,20
beende den aktuellen schritt und gehe zum nächsten über,20
setze den nächsten arbeitsschritt in gang,20
gehe direkt zum nächsten schritt,20
starte den nächsten schritt sofort,20
fahre mit dem nächsten schritt fort,20
wechsle zum nächsten schritt,20
schritt für schritt weiter zum nächsten,20
mache mit dem nächsten schritt weiter,20
tritt zum nächsten schritt über,20
weitermachen mit dem nächsten schritt,20
führe den folgenden schritt aus,20
nächster schritt jetzt umsetzen,20
wechsel zum nächsten prozessschritt,20
mach den nächsten schritt im ablauf,20
starten sie sofort den nächsten schritt,20
bewege dich zum nächsten schritt,20
gehe nun zum nächsten punkt über,20
führe als nächstes den nächsten schritt aus,20
schalte in den offenen modus,21
wechsle in den offenen modus,21
setze den offenen modus ein,21
aktiviere den offenen modus,21
kannst du den offenen modus starten,21
offener modus bitte,21
starte den offenen modus,21
gehe in den offenen modus über,21
führe den offenen modus aus,21
offenen modus aktivieren,21
mach den offenen modus an,21
offener modus anschalten,21
offener modus an,21
schalte den offenen modus ein,21
starte den offenen modus jetzt,21
aktiviere den offenen modus sofort,21
setze den offenen modus in gang,21
bring den offenen modus an,21
bring den offenen modus zum laufen,21
lass den offenen modus starten,21
stelle den offenen modus ein,21
wechsle direkt in den offenen modus,21
führe den offenen modus ein,21
wechsle umgehend in den offenen modus,21
starten sie den offenen modus,21
verwandle in den offenen modus,21
wandle in den offenen modus um,21
setze den modus auf offen,21
schalte schnell in den offenen modus,21
nimm den offenen modus in betrieb,21
aktiviere den modus im offenen zustand,21
schalte in den arbeitsmodus,0
wechsle in den arbeitsmodus,0
setze den arbeitsmodus ein,0
aktiviere den arbeitsmodus,0
kannst du den arbeitsmodus starten,0
arbeitsmodus bitte,0
starte den arbeitsmodus,0
gehe in den arbeitsmodus über,0
führe den arbeitsmodus aus,0
arbeitsmodus aktivieren,0
mach den arbeitsmodus an,0
schalte in den aktiven modus,0
setze den arbeitsmodus in gang,0
wechsle sofort in den arbeitsmodus,0
bring den arbeitsmodus an,0
aktiviere den aktiven modus,0
starte den arbeitsmodus jetzt,0
führe den arbeitsmodus ein,0
beginne den arbeitsmodus,0
wechsel direkt in den arbeitsmodus,0
schalte den arbeitsmodus ein,0
aktiviere den arbeitsmodus sofort,0
stelle den arbeitsmodus ein,0
setze den modus auf aktiv,0
bring den arbeitsmodus zum laufen,0
lass den arbeitsmodus starten,0
nimm den arbeitsmodus in betrieb,0
starte den aktiven modus,0
verwandle in den arbeitsmodus,0
wandle in den arbeitsmodus um,0
